identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
47563;EGGINGTON;SHENIKA;F;Saint Erblon;;1988;
47564;EGGENBERGER;SHAWANNA;F;La Meziere;Agile Talon;1989;302704
47565;EGAR;SHAROLYN;F;Montgermont;;1990;
47566;EGANS;SHARILYN;F;Bourgbarre;;1991;
47567;EFTEKHARI;SHAQUANA;F;Orgeres;Jogging Loisir Orgeres;1992;302707
47568;EFFORD;SHANTAY;F;Montfort;EAPB;1993;302708
47569;EEDS;SEE;F;Iffendic;;1994;
47570;EDVALSON;ROZANNE;F;Melesse;JA Melesse Athletisme;1995;302710
47571;EDIN;ROSELEE;F;Bruz;;1996;
47572;EDGMAN;RICKIE;F;Saint Malo;CJF St Malo;1997;302712
47573;EDEMANN;REMONA;F;Dinard;;1998;
47574;EDELMANN;REANNA;F;Angers;Anjou Athletisme;1999;302714
47575;EDDENS;RAELENE;F;Brest;Stade Brestois;2000;302715
47576;ECKL;QUINN;F;Nantes;;1996;
47577;ECKERLE;PHUNG;F;Pace;SRA;1997;302717
47578;ECKELMAN;PETRONILA;F;Vern;;1998;
47579;EBRAHIM;NATACHA;F;Mordelles;;1999;
47580;EBERTH;NANCEY;F;Saint Brieuc;ASPTT St Brieuc;2000;302720
47581;EBERSPACHER;MYRL;F;Paris;;1963;
47582;EBBIGHAUSEN;MIYOKO;F;Chantepie;;1965;
47583;EBAUGH;MIESHA;F;Cesson Sevigne;Athletic club cessonais;1969;302723
47584;EASLY;MERIDETH;F;Thorigne;;1961;
47585;EASH;MARVELLA;F;Vezin;;1951;
47586;DZLEDZIC;MARQUITTA;F;Le Rheu;;1955;
47587;DYETT;MARHTA;F;Fougeres;ASPTT Fougeres;1957;302727
47588;DYBA;MARCHELLE;F;Dinan;;1947;
47589;DWORACZYK;LIZETH;F;Pont Pean;;1970;
47590;DUTTRY;LIBBIE;F;Pont Rean;;1971;
47591;DUTHIE;LAHOMA;F;Chateaugiron;;1972;
47592;DUSZYNSKI;LADAWN;F;Rennes;SRA;1973;302732
47593;DUSO;KINA;F;Cesson Sevigne;;1974;
47594;DUSHAJ;KATHELEEN;F;Rennes;SRA;1975;302734
47595;DUSETT;KATHARYN;F;Romille;;1975;
47596;DUS;KARISA;F;Chateaubourg;;1976;
47597;DURMAN;KALEIGH;F;Nantes;Nantes Metropole Athletisme;1976;302737
47598;DURKINS;JUNIE;F;Paris;;1977;
47599;DURICK;JULIEANN;F;Saint Brieuc;;1977;
47600;DUPLECHAIN;JOHNSIE;F;Brest;;1978;
47601;DUNNIVAN;JANEAN;F;Morlaix;;1979;
47602;DUNLOW;JAIMEE;F;Quimper;;1980;
47603;DUNIVAN;JACKQUELINE;F;Bruz;;1981;
47604;DUMARS;HISAKO;F;Chartres de Bretagne;EACB;1978;302744
47605;DUMAINE;HERMA;F;Chantepie;;1979;
47606;DULIBA;HELAINE;F;Saint Erblon;;1980;
47607;DULANY;GWYNETH;F;La Meziere;;1981;
47608;DUKA;GLENN;F;Montgermont;;1982;
47609;DUFT;GITA;F;Bourgbarre;;1983;
47610;DUFRANE;EUSTOLIA;F;Orgeres;;1984;
47611;DUFFEK;EMELINA;F;Montfort;;1985;
47612;DUELLMAN;ELIN;F;Iffendic;;1986;
47613;DUCKING;EDRIS;F;Melesse;;1987;
47614;DUBOURG;DONNETTE;F;Bruz;;1988;
47615;DRZEWIECKI;DONNETTA;F;Saint Malo;;1989;
47616;DRUGAN;DIERDRE;F;Dinard;;1990;
47617;DROZDOWSKI;DENAE;F;Angers;;1982;
47618;DROZDA;DARCEL;F;Brest;;1983;
47619;DRONET;CLAUDE;F;Nantes;;1984;
47620;DRILLING;CLARISA;F;Pace;;1985;
47621;DRIESENGA;CINDERELLA;F;Vern;;1986;
47622;DREYFUSS;CHIA;F;Mordelles;;1987;
47623;DREVS;CHARLESETTA;F;Saint Brieuc;;1988;
47624;DREBEN;CHARITA;F;Paris;Racing club;1989;302764
47625;DRAUDT;CELSA;F;Chantepie;;1990;
47626;DRALEAU;CASSY;F;Cesson Sevigne;;1991;
47627;DRAGOS;CASSI;F;Thorigne;;1992;
47628;DRAGHI;CARLEE;F;Vezin;;1993;
47629;DOYER;BRUNA;F;Le Rheu;;1994;
47630;DOWLIN;BRITTANEY;F;Fougeres;;1995;
47631;DOUMA;BRANDE;F;Dinan;;1996;
47632;DOTTERWEICH;BILLI;F;Pont Pean;;1997;
47633;DOTTAVIO;BAO;F;Pont Rean;;1998;
47634;DOROFF;ANTONETTA;F;Chateaugiron;;1999;
47635;DORNON;ANGLA;F;Rennes;EARTA;2000;302775
47636;DORLAND;ANGELYN;F;Cesson Sevigne;;1983;
47637;DOOP;ANALISA;F;Rennes;;1984;
47638;DONNDELINGER ;ALANE;F;Romille;;1985;
47639;DONEHOO;WENONA;F;Chateaubourg;;1986;
47640;DONATE;WENDIE;F;Nantes;;1987;
47641;DONADO;VERONIQUE;F;Paris;;1988;
47642;DOMMER;VANNESA;F;Saint Brieuc;;1989;
47643;DOMINICI;TOBIE;F;Brest;;1990;
47644;DOMANN;TEMPIE;F;Morlaix;;1991;
47645;DOLIO;SUMIKO;F;Quimper;ASPTT Quimper;1992;302785
47646;DOLENCE;SULEMA;F;Bruz;Bruz Athletisme;1993;302786
47647;DOLAND;SPARKLE;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1994;302787
47648;DOLAK;SOMER;F;Chantepie;;1995;
47649;DOERSAM;SHEBA;F;Saint Erblon;;1996;
47650;DOERRER;SHAYNE;F;La Meziere;Agile Talon;1997;302790
47651;DOEDE;SHARICE;F;Montgermont;;1998;
47652;DOCKHAM;SHANEL;F;Bourgbarre;;1999;
47653;DOBRICH;SHALON;F;Orgeres;Jogging Loisir Orgeres;2000;302793
47654;DOBOSZ;SAGE;F;Montfort;EAPB;1996;302794
47655;DOBIN;ROY;F;Iffendic;;1997;
47656;DOBBRATZ;ROSIO;F;Melesse;JA Melesse Athletisme;1998;302796
47657;DIVLIO;ROSELIA;F;Bruz;;1999;
47658;DIVEL;RENAY;F;Saint Malo;CJF St Malo;2000;302798
47659;DITZEL;REMA;F;Dinard;;1963;
47660;DISALVATORE;REENA;F;Angers;Anjou Athletisme;1965;302800
47661;DIOTTE;PORSCHE;F;Brest;Stade Brestois;1969;302801
47662;DINNEN;PING;F;Nantes;;1961;
47663;DINKIN;PEG;F;Pace;SRA;1951;302803
47664;DIMLER;OZIE;F;Vern;;1955;
47665;DIMICELI;ORETHA;F;Mordelles;;1957;
47666;DIMEGLIO;ORALEE;F;Saint Brieuc;ASPTT St Brieuc;1947;302806
47667;DIMASCIO;ODA;F;Paris;;1970;
47668;DIMARE;NU ;F;Chantepie;;1971;
47669;DILUCA;NGAN;F;Cesson Sevigne;Athletic club cessonais;1972;302809
47670;DILSAVER;NAKESHA;F;Thorigne;;1973;
47671;DILLEN;MILLY;F;Vezin;;1974;
47672;DILIBERO;MARYBELLE;F;Le Rheu;;1975;
47673;DILE;MARLIN;F;Fougeres;ASPTT Fougeres;1975;302813
47674;DIGIOIA;MARIS;F;Dinan;;1976;
47675;DIFEDE;MARGRETT;F;Pont Pean;;1976;
47676;DIEFENBACH;MARAGARET;F;Pont Rean;;1977;
47677;DIEDRICK;MANIE;F;Chateaugiron;;1977;
47678;DICKMANN;LURLENE;F;Rennes;SRA;1978;302818
47679;DICKES;LILLIA;F;Cesson Sevigne;;1979;
47680;DICKASON;LIESELOTTE;F;Rennes;SRA;1980;302820
47681;DICAPUA;LAVELLE;F;Romille;;1981;
47682;DICAPRIO;LASHAUNDA;F;Chateaubourg;;1978;
47683;DIBRELL;LAKEESHA;F;Nantes;Nantes Metropole Athletisme;1979;302823
47684;DIBLEY;KEITH;F;Paris;;1980;
47685;DIBATTISTA;KAYCEE;F;Saint Brieuc;;1981;
47686;DEYON;KALYN;F;Brest;;1982;
47687;DEVOTIE;JOYA;F;Morlaix;;1983;
47688;DEVOID;JOETTE;F;Quimper;;1984;
47689;DEVAL;JENAE;F;Bruz;;1985;
47690;DETLEFSEN;JANIECE;F;Chartres de Bretagne;EACB;1986;302830
47691;DESTRO;ILLA;F;Chantepie;;1987;
47692;DESTICHE;GRISEL;F;Saint Erblon;;1988;
47693;DESPOSITO;GLAYDS;F;La Meziere;;1989;
47694;DESOLA;GENEVIE;F;Montgermont;;1990;
47695;DESHOTELS;GALA;F;Bourgbarre;;1982;
47696;DESCOMBES;FREDDA;F;Orgeres;;1983;
47697;DESCHEPPER;FRED;F;Montfort;;1984;
47698;DESAUTEL;ELMER;F;Iffendic;;1985;
47699;DESANO;ELEONOR;F;Melesse;;1986;
47700;DEROY;DEBERA;F;Bruz;;1987;
47701;DEROSSET;DEANDREA;F;Saint Malo;;1988;
47702;DEROSBY;DAN;F;Dinard;;1989;
47703;DEROECK;CORRINNE;F;Angers;;1990;
47704;DEROCHER;CORDIA;F;Brest;;1991;
47705;DERGANCE;CONTESSA;F;Nantes;;1992;
47706;DEREN;COLENE;F;Pace;;1993;
47707;DEPTULA;CLEOTILDE;F;Vern;;1994;
47708;DEPREY;CHARLOTT;F;Mordelles;;1995;
47709;DEPOLIS;CHANTAY;F;Saint Brieuc;;1996;
47710;DEPNER;CECILLE;F;Paris;Racing club;1997;302850
47711;DEPETRO;BEATRIS;F;Chantepie;;1998;
47712;DENUNZIO;AZALEE;F;Cesson Sevigne;;1999;
47713;DENSFORD;ARLEAN;F;Thorigne;;2000;
47714;DENNINGTON;ARDATH;F;Vezin;;1983;
47715;DENE;ANJELICA;F;Le Rheu;;1984;
47716;DENDER;ANJA;F;Fougeres;;1985;
47717;DENBO;ALFREDIA;F;Dinan;;1986;
47718;DEMURO;ALEISHA;F;Pont Pean;;1987;
47719;DEMORANVILLE ;ADAM;F;Pont Rean;;1988;
47720;DEMLING;ZADA;F;Chateaugiron;;1989;
47721;DEMERSON;YUONNE;F;Rennes;EARTA;1990;302861
47722;DEMELIS;XIAO;F;Cesson Sevigne;;1991;
47723;DEMEGLIO;WILLODEAN;F;Rennes;;1992;
47724;DEMBO;WHITLEY;F;Romille;;1993;
47725;DEMATTIA;VENNIE;F;Chateaubourg;;1994;
47726;DEMARINIS;VANNA;F;Nantes;;1995;
47727;DELPRINCIPE;TYISHA;F;Paris;;1996;
47728;DELORIA;TOVA;F;Saint Brieuc;;1997;
47729;DELNOCE;TORIE;F;Brest;;1998;
47730;DELMEDICO;TONISHA;F;Morlaix;;1999;
47731;DELLOW;TILDA;F;Quimper;ASPTT Quimper;2000;302871
47732;DELLES;TIEN;F;Bruz;Bruz Athletisme;1996;302872
47733;DELLAVALLE;TEMPLE;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1997;302873
47734;DELLAMORA;SIRENA;F;Chantepie;;1998;
47735;DELGUIDICE;SHERRIL;F;Saint Erblon;;1999;
47736;DELGATO;SHANTI;F;La Meziere;Agile Talon;2000;302876
47737;DELFS;SHAN;F;Montgermont;;1963;
47738;DELCOURT;SENAIDA;F;Bourgbarre;;1965;
47739;DELCOLLE;SAMELLA;F;Orgeres;Jogging Loisir Orgeres;1969;302879
47740;DELBERT;ROBBYN;F;Montfort;EAPB;1961;302880
47741;DELAPORTILLA ;RENDA;F;Iffendic;;1951;
47742;DELAHOZ;REITA;F;Melesse;JA Melesse Athletisme;1955;302882
47743;DELACUEVA;PHEBE;F;Bruz;;1957;
47744;DEISCH;PAULITA;F;Saint Malo;CJF St Malo;1947;302884
47745;DEIKE;NOBUKO;F;Dinard;;1970;
47746;DEGRO;NGUYET;F;Angers;Anjou Athletisme;1971;302886
47747;DEGONIA;NEOMI;F;Brest;Stade Brestois;1972;302887
47748;DEGOLLADO;MOON;F;Nantes;;1973;
47749;DEGOLIER;MIKAELA;F;Pace;SRA;1974;302889
47750;DEGIROLAMO;MELANIA;F;Vern;;1975;
47751;DEGENER;MAXIMINA;F;Mordelles;;1975;
47752;DEGELE;MARG;F;Saint Brieuc;ASPTT St Brieuc;1976;302892
47753;DEGEEST;MAISIE;F;Paris;;1976;
47754;DEGEARE;LYNNA;F;Chantepie;;1977;
47755;DEFINA;LILLI;F;Cesson Sevigne;Athletic club cessonais;1977;302895
47756;DEFABIO;LAYNE;F;Thorigne;;1978;
47757;DEELEY;LASHAUN;F;Vezin;;1979;
47758;DECRAENE;LAKENYA;F;Le Rheu;;1980;
47759;DECOU;LAEL;F;Fougeres;ASPTT Fougeres;1981;302899
47760;DECORTE;KIRSTIE;F;Dinan;;1978;
47761;DECLERCQ;KATHLINE;F;Pont Pean;;1979;
47762;DECINTI;KASHA;F;Pont Rean;;1980;
47763;DECHAMBEAU;KARLYN;F;Chateaugiron;;1981;
47764;DEBUTTS;KARIMA;F;Rennes;SRA;1982;302904
47765;DEBRO;JOVAN;F;Cesson Sevigne;;1983;
47766;DEBLIECK;JOSEFINE;F;Rennes;SRA;1984;302906
47767;DEBLASI;JENNELL;F;Romille;;1985;
47768;DEBEM;JACQUI;F;Chateaubourg;;1986;
47769;DEAVILA;JACKELYN;F;Nantes;Nantes Metropole Athletisme;1987;302909
47770;DEASES;HYO;F;Paris;;1988;
47771;DEANGELES;HIEN;F;Saint Brieuc;;1989;
47772;DEAHL;GRAZYNA;F;Brest;;1990;
47773;DAYMUDE;FLORRIE;F;Morlaix;;1982;
47774;DAVEN;FLORIA;F;Quimper;;1983;
47775;DATIL;ELEONORA;F;Bruz;;1984;
47776;DAROS;DWANA;F;Chartres de Bretagne;EACB;1985;302916
47777;DARNICK;DORLA;F;Chantepie;;1986;
47778;DARIENZO;DONG;F;Saint Erblon;;1987;
47779;DARDY;DELMY;F;La Meziere;;1988;
47780;DAPONTE;DEJA;F;Montgermont;;1989;
47781;DANNHAUS;DEDE;F;Bourgbarre;;1990;
47782;DANNEMAN;DANN;F;Orgeres;;1991;
47783;DANIELLE;CRYSTA;F;Montfort;;1992;
47784;DANI;CLELIA;F;Iffendic;;1993;
47785;DANGER;CLARIS;F;Melesse;;1994;
47786;DANGEL;CLARENCE;F;Bruz;;1995;
47787;DANES;CHIEKO;F;Saint Malo;;1996;
47788;DANEKAS;CHERLYN;F;Dinard;;1997;
47789;DANDROW;CHERELLE;F;Angers;;1998;
47790;DAMBROSE;CHARMAIN;F;Brest;;1999;
47791;DALPE;CHARA;F;Nantes;;2000;
47792;DALESANDRO;CAMMY;F;Pace;;1983;
47793;DAITON;BEE;F;Vern;;1984;
47794;DAINELS;ARNETTE;F;Mordelles;;1985;
47795;DAIGH;ARDELLE;F;Saint Brieuc;;1986;
47796;DAHNKE;ANNIKA;F;Paris;Racing club;1987;302936
47797;DAHME;AMIEE;F;Chantepie;;1988;
47798;DAHLING;AMEE;F;Cesson Sevigne;;1989;
47799;DAGATA;ALLENA;F;Thorigne;;1990;
47800;DACK;YVONE;F;Vezin;;1991;
47801;CZAPLICKI;YUKI;F;Le Rheu;;1992;
47802;CZACHOROWSKI ;YOSHIE;F;Fougeres;;1993;
47803;CUTTITTA;YEVETTE;F;Dinan;;1994;
47804;CUTAIA;YAEL;F;Pont Pean;;1995;
47805;CUSTANCE;WILLETTA;F;Pont Rean;;1996;
47806;CURLESS;VONCILE;F;Chateaugiron;;1997;
47807;CURIE;VENETTA;F;Rennes;EARTA;1998;302947
47808;CURI;TULA;F;Cesson Sevigne;;1999;
47809;CUPELLI;TONETTE;F;Rennes;;2000;
47810;CUMENS;TIMIKA;F;Romille;;1996;
47811;CUMBASS;TEMIKA;F;Chateaubourg;;1997;
47812;CUMBA;TELMA;F;Nantes;;1998;
47813;CULLARS;TEISHA;F;Paris;;1999;
47814;CULLAR;TAREN;F;Saint Brieuc;;2000;
47815;CUKAJ;TA ;F;Brest;;1963;
47816;CUBITO;STACEE;F;Morlaix;;1965;
47817;CUASCUT;SHIN;F;Quimper;ASPTT Quimper;1969;302957
47818;CRYTZER;SHAWNTA;F;Bruz;Bruz Athletisme;1961;302958
47819;CRYE;SATURNINA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1951;302959
47820;CRUZEN;RICARDA;F;Chantepie;;1955;
47821;CRUSER;POK;F;Saint Erblon;;1957;
47822;CRUNKLETON;PASTY;F;La Meziere;Agile Talon;1947;302962
47823;CRUMMETT;ONIE;F;Montgermont;;1970;
47824;CRUMBLISS;NUBIA;F;Bourgbarre;;1971;
47825;CROPLEY;MORA;F;Orgeres;Jogging Loisir Orgeres;1972;302965
47826;CRONQUIST;MIKE;F;Montfort;EAPB;1973;302966
47827;CRONKITE;MARIELLE;F;Iffendic;;1974;
47828;CRONIC;MARIELLA;F;Melesse;JA Melesse Athletisme;1975;302968
47829;CROMBIE;MARIANELA;F;Bruz;;1975;
47830;CROCKWELL;MARDELL;F;Saint Malo;CJF St Malo;1976;302970
47831;CRNKOVICH;MANY;F;Dinard;;1976;
47832;CRITCHER;LUANNA;F;Angers;Anjou Athletisme;1977;302972
47833;CRISTO;LOISE;F;Brest;Stade Brestois;1977;302973
47834;CRISTALES;LISABETH;F;Nantes;;1978;
47835;CRISANTI;LINDSY;F;Pace;SRA;1979;302975
47836;CRIER;LILLIANA;F;Vern;;1980;
47837;CRETSINGER;LILLIAM;F;Mordelles;;1981;
47838;CREST;LELAH;F;Saint Brieuc;ASPTT St Brieuc;1978;302978
47839;CRESON;LEIGHA;F;Paris;;1979;
47840;CRELIA;LEANORA;F;Chantepie;;1980;
47841;CRECCO;LANG;F;Cesson Sevigne;Athletic club cessonais;1981;302981
47842;CRAZE;KRISTEEN;F;Thorigne;;1982;
47843;CRAVEIRO;KHALILAH;F;Vezin;;1983;
47844;CRATCH;KEELEY;F;Le Rheu;;1984;
47845;CRAPPS;KANDRA;F;Fougeres;ASPTT Fougeres;1985;302985
47846;CRAN;JUNKO;F;Dinan;;1986;
47847;CRAIGMILES;JOAQUINA;F;Pont Pean;;1987;
47848;CRAIGER;JERLENE;F;Pont Rean;;1988;
47849;CRAIGE;JANI;F;Chateaugiron;;1989;
47850;CRADY;JAMIKA;F;Rennes;SRA;1990;302990
47851;CRADIC;JAME;F;Cesson Sevigne;;1982;
47852;CRADDIETH;HSIU;F;Rennes;SRA;1983;302992
47853;COWELS;HERMILA;F;Romille;;1984;
47854;COVENEY;GOLDEN;F;Chateaubourg;;1985;
47855;COURCY;GENEVIVE;F;Nantes;Nantes Metropole Athletisme;1986;302995
47856;COULBOURNE;EVIA;F;Paris;;1987;
47857;COTSIS;EUGENA;F;Saint Brieuc;;1988;
47858;COTRONE;EMMALINE;F;Brest;;1989;
47859;COTNEY;ELFREDA;F;Morlaix;;1990;
47860;COTILLA;ELENE;F;Quimper;;1991;
47861;COSTANEDA;DONETTE;F;Bruz;;1992;
47862;COSTABILE;DELCIE;F;Chartres de Bretagne;EACB;1993;303002
47863;COSSEL;DEEANNA;F;Chantepie;;1994;
47864;COSSA;DARCEY;F;Saint Erblon;;1995;
47865;COS;CUC;F;La Meziere;;1996;
47866;CORTE;CLARINDA;F;Montgermont;;1997;
47867;CORSINO;CIRA;F;Bourgbarre;;1998;
47868;CORRIA;CHAE;F;Orgeres;;1999;
47869;CORNOG;CELINDA;F;Montfort;;2000;
47870;CORNELY;CATHERYN;F;Iffendic;;1983;
47871;CORIO;CATHERIN;F;Melesse;;1984;
47872;CORINO;CASIMIRA;F;Bruz;;1985;
47873;CORINGTON;CARMELIA;F;Saint Malo;;1986;
47874;CORESSEL;CAMELLIA;F;Dinard;;1987;
47875;CORDONE;BREANA;F;Angers;;1988;
47876;CORBISIERO;BOBETTE;F;Brest;;1989;
47877;CORBELLI;BERNARDINA;F;Nantes;;1990;
47878;COPPS;BEBE;F;Pace;;1991;
47879;COOVERT;BASILIA;F;Vern;;1992;
47880;COOPWOOD;ARLYNE;F;Mordelles;;1993;
47881;COONER;AMAL;F;Saint Brieuc;;1994;
47882;COOKMAN;ALAYNA;F;Paris;Racing club;1995;303022
47883;CONZALES;ZONIA;F;Chantepie;;1996;
47884;CONVER;ZENIA;F;Cesson Sevigne;;1997;
47885;CONTRATTO;YURIKO;F;Thorigne;;1998;
47886;CONRADY;YAEKO;F;Vezin;;1999;
47887;CONRADI;WYNELL;F;Le Rheu;;2000;
47888;CONNEL;WILLOW;F;Fougeres;;1996;
47889;CONNEELY;WILLENA;F;Dinan;;1997;
47890;CONMY;VERNIA;F;Pont Pean;;1998;
47891;COMUNALE;TU ;F;Pont Rean;;1999;
47892;COMBER;TRAVIS;F;Chateaugiron;;2000;
47893;COMANS;TORA;F;Rennes;EARTA;1963;303033
47894;COLVERT;TERRILYN;F;Cesson Sevigne;;1965;
47895;COLUMBO;TERICA;F;Rennes;;1969;
47896;COLUCCIO;TENESHA;F;Romille;;1961;
47897;COLP;TAWNA;F;Chateaubourg;;1951;
47898;COLOP;TAJUANA;F;Nantes;;1955;
47899;COLLINI;TAINA;F;Paris;;1957;
47900;COLLEGE;STEPHNIE;F;Saint Brieuc;;1947;
47901;COLESTOCK;SONA;F;Brest;;1970;
47902;COLEBANK;SOL;F;Morlaix;;1971;
47903;COLASANTE;SINA;F;Quimper;ASPTT Quimper;1972;303043
47904;COLASACCO;SHONDRA;F;Bruz;Bruz Athletisme;1973;303044
47905;COLAPIETRO;SHIZUKO;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1974;303045
47906;COKELEY;SHERLENE;F;Chantepie;;1975;
47907;COIA;SHERICE;F;Saint Erblon;;1975;
47908;COCUZZA;SHARIKA;F;La Meziere;Agile Talon;1976;303048
47909;COALSON;ROSSIE;F;Montgermont;;1976;
47910;CO ;ROSENA;F;Bourgbarre;;1977;
47911;CLOWES;RORY;F;Orgeres;Jogging Loisir Orgeres;1977;303051
47912;CLICHE;RIMA;F;Montfort;EAPB;1978;303052
47913;CLEVETTE;RIA;F;Iffendic;;1979;
47914;CLEVEN;RHEBA;F;Melesse;JA Melesse Athletisme;1980;303054
47915;CLERICO;RENNA;F;Bruz;;1981;
47916;CLEARWATER;PETER;F;Saint Malo;CJF St Malo;1978;303056
47917;CIVIELLO;NATALYA;F;Dinard;;1979;
47918;CIULLO;NANCEE;F;Angers;Anjou Athletisme;1980;303058
47919;CITRO;MELODI;F;Brest;Stade Brestois;1981;303059
47920;CIROCCO;MEDA;F;Nantes;;1982;
47921;CIOPPA;MAXIMA;F;Pace;SRA;1983;303061
47922;CILEK;MATHA;F;Vern;;1984;
47923;CIESZYNSKI;MARKETTA;F;Mordelles;;1985;
47924;CIERI;MARICRUZ;F;Saint Brieuc;ASPTT St Brieuc;1986;303064
47925;CICERCHIA;MARCELENE;F;Paris;;1987;
47926;CIASCHI;MALVINA;F;Chantepie;;1988;
47927;CIANI;LUBA;F;Cesson Sevigne;Athletic club cessonais;1989;303067
47928;CIANCHETTI;LOUETTA;F;Thorigne;;1990;
47929;CHUDY;LEIDA;F;Vezin;;1982;
47930;CHUC;LECIA;F;Le Rheu;;1983;
47931;CHRYST;LAURAN;F;Fougeres;ASPTT Fougeres;1984;303071
47932;CHRISTODOULOU;LASHAWNA;F;Dinan;;1985;
47933;CHRISTIN;LAINE;F;Pont Pean;;1986;
47934;CHRISLEY;KHADIJAH;F;Pont Rean;;1987;
47935;CHOKSHI;KATERINE;F;Chateaugiron;;1988;
47936;CHMELA;KASI;F;Rennes;SRA;1989;303076
47937;CHKOURI;KALLIE;F;Cesson Sevigne;;1990;
47938;CHIODINI;JULIETTA;F;Rennes;SRA;1991;303078
47939;CHIO;JESUSITA;F;Romille;;1992;
47940;CHIMILIO;JESTINE;F;Chateaubourg;;1993;
47941;CHILEN;JESSIA;F;Nantes;Nantes Metropole Athletisme;1994;303081
47942;CHILEK;JEREMY;F;Paris;;1995;
47943;CHILDREY;JEFFIE;F;Saint Brieuc;;1996;
47944;CHIER;JANYCE;F;Brest;;1997;
47945;CHICAS;ISADORA;F;Morlaix;;1998;
47946;CHIARO;GEORGIANNE;F;Quimper;;1999;
47947;CHIAPPONE;FIDELIA;F;Bruz;;2000;
47948;CHIAPPINELLI ;EVITA;F;Chartres de Bretagne;EACB;1983;303088
47949;CHIADO;EURA;F;Chantepie;;1984;
47950;CHHOM;EULAH;F;Saint Erblon;;1985;
47951;CHESTERFIELD ;ESTEFANA;F;La Meziere;;1986;
47952;CHESTEEN;ELSY;F;Montgermont;;1987;
47953;CHESHIER;ELIZABET;F;Bourgbarre;;1988;
47954;CHERREZ;ELADIA;F;Orgeres;;1989;
47955;CHEREP;DODIE;F;Montfort;;1990;
47956;CHENE;DION;F;Iffendic;;1991;
47957;CHEEVERS;DIA;F;Melesse;;1992;
47958;CHECKETT;DENISSE;F;Bruz;;1993;
47959;CHEANEY;DELORAS;F;Saint Malo;;1994;
47960;CHAYKA;DELILA;F;Dinard;;1995;
47961;CHAWLA;DAYSI;F;Angers;;1996;
47962;CHASIN;DAKOTA;F;Brest;;1997;
47963;CHASEN;CURTIS;F;Nantes;;1998;
47964;CHARVAT;CRYSTLE;F;Pace;;1999;
47965;CHAR;CONCHA;F;Vern;;2000;
47966;CHAPOTON;COLBY;F;Mordelles;;1996;
47967;CHANTOS;CLARETTA;F;Saint Brieuc;;1997;
47968;CHANTLER;CHU;F;Paris;Racing club;1998;303108
47969;CHANT;CHRISTIA;F;Chantepie;;1999;
47970;CHADEZ;CHARLSIE;F;Cesson Sevigne;;2000;
47971;CHAD;CHARLENA;F;Thorigne;;1963;
47972;CHACO;CARYLON;F;Vezin;;1965;
47973;CHABEZ;BETTYANN;F;Le Rheu;;1969;
47974;CERRITO;ASLEY;F;Fougeres;;1961;
47975;CEPPETELLI;ASHLEA;F;Dinan;;1951;
47976;CENTANNI;AMIRA;F;Pont Pean;;1955;
47977;CELSO;AI ;F;Pont Rean;;1957;
47978;CEDERBERG;AGUEDA;F;Chateaugiron;;1947;
47979;CEDAR;AGNUS;F;Rennes;EARTA;1970;303119
47980;CECCHETTI;YUETTE;F;Cesson Sevigne;;1971;
47981;CAVEL;VINITA;F;Rennes;;1972;
47982;CAVANAH;VICTORINA;F;Romille;;1973;
47983;CAVAGNA;TYNISHA;F;Chateaubourg;;1974;
47984;CATUS;TREENA;F;Nantes;;1975;
47985;CATTON;TOCCARA;F;Paris;;1975;
47986;CATTERTON;TISH;F;Saint Brieuc;;1976;
47987;CATRAMBONE;THOMASENA;F;Brest;;1976;
47988;CATHERWOOD;TEGAN;F;Morlaix;;1977;
47989;CATHERMAN;SOILA;F;Quimper;ASPTT Quimper;1977;303129
47990;CATALDI;SHILOH;F;Bruz;Bruz Athletisme;1978;303130
47991;CASTELLANA;SHENNA;F;Chartres de Bretagne;Esperance Chartres de Bretagne;1979;303131
47992;CASTELLAN;SHARMAINE;F;Chantepie;;1980;
47993;CASSEY;SHANTAE;F;Saint Erblon;;1981;
47994;CASPARIS;SHANDI;F;La Meziere;Agile Talon;1978;303134
47995;CASILLA;SEPTEMBER;F;Montgermont;;1979;
47996;CASHDOLLAR;SARAN;F;Bourgbarre;;1980;
47997;CASACELI;SARAI;F;Orgeres;Jogging Loisir Orgeres;1981;303137
47998;CARVANA;SANA;F;Montfort;EAPB;1982;303138
47999;CARRIEDO;SAMUEL;F;Iffendic;;1983;
48000;CARRECTER;SALLEY;F;Melesse;JA Melesse Athletisme;1984;303140
48001;CARRAHER;ROSETTE;F;Bruz;;1985;
48002;CARRABINE;ROLANDE;F;Saint Malo;CJF St Malo;1986;303142
48003;CARPINELLI;REGINE;F;Dinard;;1987;
48004;CAROUTHERS;OTELIA;F;Angers;Anjou Athletisme;1988;303144
48005;CARNOVALE;OSCAR;F;Brest;Stade Brestois;1989;303145
48006;CARMANY;OLEVIA;F;Nantes;;1990;
48007;CARLES;NICHOLLE;F;Pace;SRA;1982;303147
48008;CARETTO;NECOLE;F;Vern;;1983;
48009;CAREAGA;NAIDA;F;Mordelles;;1984;
